"income.Name","income.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Low income","LIC",1973,"Secondary","Male",2566389.75,"income"
"Low income","LIC",1973,"Tertiary","Male",312022.8203125,"income"
"Low income","LIC",1974,"Pre-primary","Male",1002326.5625,"income"
"Low income","LIC",1974,"Primary","Male",10170424,"income"
"Low income","LIC",1974,"Secondary","Male",2612630.125,"income"
"Low income","LIC",1974,"Tertiary","Male",363875.609375,"income"
"Low income","LIC",1975,"Pre-primary","Male",1050945.75,"income"
"Low income","LIC",1975,"Primary","Male",10904942,"income"
"Low income","LIC",1975,"Secondary","Male",2770056.875,"income"
"Low income","LIC",1975,"Tertiary","Male",424527.140625,"income"
"Low income","LIC",1976,"Pre-primary","Male",1070005.9375,"income"
"Low income","LIC",1976,"Primary","Male",11826567,"income"
"Low income","LIC",1976,"Secondary","Male",2876755.625,"income"
"Low income","LIC",1976,"Tertiary","Male",473393.5,"income"
"Low income","LIC",1977,"Pre-primary","Male",1087244.125,"income"
"Low income","LIC",1977,"Primary","Male",12691637.5,"income"
"Low income","LIC",1977,"Secondary","Male",3090368,"income"
"Low income","LIC",1977,"Tertiary","Male",512821.203125,"income"
"Low income","LIC",1978,"Pre-primary","Male",1101473.5,"income"
"Low income","LIC",1978,"Primary","Male",13408099,"income"
"Low income","LIC",1978,"Secondary","Male",3382846.125,"income"
"Low income","LIC",1978,"Tertiary","Male",549378.140625,"income"
"Low income","LIC",1979,"Pre-primary","Male",1112149.375,"income"
"Low income","LIC",1979,"Primary","Male",14145792,"income"
"Low income","LIC",1979,"Secondary","Male",3732051.5,"income"
"Low income","LIC",1979,"Tertiary","Male",556994.34375,"income"
"Low income","LIC",1980,"Pre-primary","Male",1114922,"income"
"Low income","LIC",1980,"Primary","Male",15051842,"income"
"Low income","LIC",1980,"Secondary","Male",4061459.25,"income"
"Low income","LIC",1980,"Tertiary","Male",550274.484375,"income"
"Low income","LIC",1981,"Pre-primary","Male",1126089.375,"income"
"Low income","LIC",1981,"Primary","Male",16101654,"income"
"Low income","LIC",1981,"Secondary","Male",4240623.25,"income"
"Low income","LIC",1981,"Tertiary","Male",550680.078125,"income"
"Low income","LIC",1982,"Pre-primary","Male",1139336.75,"income"
"Low income","LIC",1982,"Primary","Male",16020723,"income"
"Low income","LIC",1982,"Secondary","Male",4418247.75,"income"
"Low income","LIC",1982,"Tertiary","Male",566335.671875,"income"
"Low income","LIC",1983,"Pre-primary","Male",1107044,"income"
"Low income","LIC",1983,"Primary","Male",16421577,"income"
"Low income","LIC",1983,"Secondary","Male",4668471.5,"income"
"Low income","LIC",1983,"Tertiary","Male",582875.03125,"income"
"Low income","LIC",1984,"Pre-primary","Male",1093369.875,"income"
"Low income","LIC",1984,"Primary","Male",16694506,"income"
"Low income","LIC",1984,"Secondary","Male",4925838.25,"income"
"Low income","LIC",1984,"Tertiary","Male",626562.515625,"income"
"Low income","LIC",1985,"Pre-primary","Male",1107888,"income"
"Low income","LIC",1985,"Primary","Male",16789668,"income"
"Low income","LIC",1985,"Secondary","Male",5030499.75,"income"
"Low income","LIC",1985,"Tertiary","Male",673365.78125,"income"
"Low income","LIC",1986,"Pre-primary","Male",1157496.5,"income"
"Low income","LIC",1986,"Primary","Male",17023786,"income"
"Low income","LIC",1986,"Secondary","Male",5070949,"income"
"Low income","LIC",1986,"Tertiary","Male",743031.03125,"income"
"Low income","LIC",1987,"Pre-primary","Male",1284162.125,"income"
"Low income","LIC",1987,"Primary","Male",16946876,"income"
"Low income","LIC",1987,"Secondary","Male",5101195.5,"income"
"Low income","LIC",1987,"Tertiary","Male",776522.6875,"income"
"Low income","LIC",1988,"Pre-primary","Male",1370431.875,"income"
"Low income","LIC",1988,"Primary","Male",17589734,"income"
"Low income","LIC",1988,"Secondary","Male",5192335.25,"income"
"Low income","LIC",1988,"Tertiary","Male",820362.71875,"income"
"Low income","LIC",1989,"Pre-primary","Male",1448946,"income"
"Low income","LIC",1989,"Primary","Male",17828153,"income"
"Low income","LIC",1989,"Secondary","Male",5179573,"income"
"Low income","LIC",1989,"Tertiary","Male",859080.1875,"income"
"Low income","LIC",1990,"Pre-primary","Male",1508100.125,"income"
"Low income","LIC",1990,"Primary","Male",17901554,"income"
"Low income","LIC",1990,"Secondary","Male",5118460.25,"income"
"Low income","LIC",1990,"Tertiary","Male",861152.75,"income"
"Low income","LIC",1991,"Pre-primary","Male",1543181.5,"income"
"Low income","LIC",1991,"Primary","Male",18943720,"income"
"Low income","LIC",1991,"Secondary","Male",5251747.75,"income"
"Low income","LIC",1991,"Tertiary","Male",886014.25,"income"
"Low income","LIC",1992,"Pre-primary","Male",1574149.875,"income"
"Low income","LIC",1992,"Primary","Male",19128611,"income"
"Low income","LIC",1992,"Secondary","Male",5260886.25,"income"
"Low income","LIC",1992,"Tertiary","Male",881554.84375,"income"
"Low income","LIC",1993,"Pre-primary","Male",1597921.625,"income"
"Low income","LIC",1993,"Primary","Male",19835569,"income"
"Low income","LIC",1993,"Secondary","Male",5392210,"income"
"Low income","LIC",1993,"Tertiary","Male",866767.09375,"income"
"Low income","LIC",1994,"Pre-primary","Male",1620104.25,"income"
"Low income","LIC",1994,"Primary","Male",20790179,"income"
"Low income","LIC",1994,"Secondary","Male",5772460.25,"income"
"Low income","LIC",1994,"Tertiary","Male",829664.0625,"income"
"Low income","LIC",1995,"Pre-primary","Male",1646810.375,"income"
"Low income","LIC",1995,"Primary","Male",22566876,"income"
"Low income","LIC",1995,"Secondary","Male",6073796.25,"income"
"Low income","LIC",1995,"Tertiary","Male",797430.0625,"income"
"Low income","LIC",1996,"Pre-primary","Male",1737754.875,"income"
"Low income","LIC",1996,"Primary","Male",23459566,"income"
"Low income","LIC",1996,"Secondary","Male",6388633,"income"
"Low income","LIC",1996,"Tertiary","Male",779141.03125,"income"
"Low income","LIC",1997,"Pre-primary","Male",1668394.625,"income"
"Low income","LIC",1997,"Primary","Male",25786094,"income"
"Low income","LIC",1997,"Secondary","Male",6556915.5,"income"
"Low income","LIC",1997,"Tertiary","Male",771869.25,"income"
"Low income","LIC",1998,"Pre-primary","Male",1963062.875,"income"
"Low income","LIC",1998,"Primary","Male",26913398,"income"
"Low income","LIC",1998,"Secondary","Male",7155415,"income"
"Low income","LIC",1998,"Tertiary","Male",774267.40625,"income"
"Low income","LIC",1999,"Pre-primary","Male",2060140.25,"income"
"Low income","LIC",1999,"Primary","Male",27063246,"income"
"Low income","LIC",1999,"Secondary","Male",7474989,"income"
"Low income","LIC",1999,"Tertiary","Male",786120.3125,"income"
"Low income","LIC",2000,"Pre-primary","Male",2161827.75,"income"
"Low income","LIC",2000,"Primary","Male",28592522,"income"
"Low income","LIC",2000,"Secondary","Male",7896086,"income"
"Low income","LIC",2000,"Tertiary","Male",871577.4375,"income"
"Low income","LIC",2001,"Pre-primary","Male",2220026,"income"
"Low income","LIC",2001,"Primary","Male",30388914,"income"
"Low income","LIC",2001,"Secondary","Male",8524587.5,"income"
"Low income","LIC",2001,"Tertiary","Male",964405.25,"income"
"Low income","LIC",2002,"Pre-primary","Male",2298766.75,"income"
"Low income","LIC",2002,"Primary","Male",33501824,"income"
"Low income","LIC",2002,"Secondary","Male",9153446.5,"income"
"Low income","LIC",2002,"Tertiary","Male",1058794.28125,"income"
"Low income","LIC",2003,"Pre-primary","Male",2428780.5,"income"
"Low income","LIC",2003,"Primary","Male",35881202,"income"
"Low income","LIC",2003,"Secondary","Male",9662031,"income"
"Low income","LIC",2003,"Tertiary","Male",1165396.1875,"income"
"Low income","LIC",2004,"Pre-primary","Male",2536169.5,"income"
"Low income","LIC",2004,"Primary","Male",38190986,"income"
"Low income","LIC",2004,"Secondary","Male",10552778,"income"
"Low income","LIC",2004,"Tertiary","Male",1261817.4375,"income"
"Low income","LIC",2005,"Pre-primary","Male",2813442.5,"income"
"Low income","LIC",2005,"Primary","Male",39812300,"income"
"Low income","LIC",2005,"Secondary","Male",11343465.5,"income"
"Low income","LIC",2005,"Tertiary","Male",1359059.75,"income"
"Low income","LIC",2006,"Pre-primary","Male",2937262.5,"income"
"Low income","LIC",2006,"Primary","Male",41868608,"income"
"Low income","LIC",2006,"Secondary","Male",12380041,"income"
"Low income","LIC",2006,"Tertiary","Male",1468009.375,"income"
"Low income","LIC",2007,"Pre-primary","Male",3108479.5,"income"
"Low income","LIC",2007,"Primary","Male",43993804,"income"
"Low income","LIC",2007,"Secondary","Male",13097092,"income"
"Low income","LIC",2007,"Tertiary","Male",1608784.4375,"income"
"Low income","LIC",2008,"Pre-primary","Male",3495781,"income"
"Low income","LIC",2008,"Primary","Male",46588936,"income"
"Low income","LIC",2008,"Secondary","Male",14279750,"income"
"Low income","LIC",2008,"Tertiary","Male",1773989.0625,"income"
"Low income","LIC",2009,"Pre-primary","Male",3674874.5,"income"
"Low income","LIC",2009,"Primary","Male",47791964,"income"
"Low income","LIC",2009,"Secondary","Male",15179876,"income"
"Low income","LIC",2009,"Tertiary","Male",2001562.9375,"income"
"Low income","LIC",2010,"Pre-primary","Male",3773269.75,"income"
"Low income","LIC",2010,"Primary","Male",48885544,"income"
"Low income","LIC",2010,"Secondary","Male",16177511,"income"
"Low income","LIC",2010,"Tertiary","Male",2277407.875,"income"
"Low income","LIC",2011,"Pre-primary","Male",3992820.75,"income"
"Low income","LIC",2011,"Primary","Male",50029024,"income"
"Low income","LIC",2011,"Secondary","Male",17124833,"income"
"Low income","LIC",2011,"Tertiary","Male",2449075.75,"income"
"Low income","LIC",2012,"Pre-primary","Male",4635076.5,"income"
"Low income","LIC",2012,"Primary","Male",51603768,"income"
"Low income","LIC",2012,"Secondary","Male",17926210,"income"
"Low income","LIC",2012,"Tertiary","Male",2594220.125,"income"
"Low income","LIC",2013,"Pre-primary","Male",4921512.5,"income"
"Low income","LIC",2013,"Primary","Male",53079200,"income"
"Low income","LIC",2013,"Secondary","Male",18392333,"income"
"Low income","LIC",2013,"Tertiary","Male",2703456,"income"
"Low income","LIC",2014,"Pre-primary","Male",5219756,"income"
"Low income","LIC",2014,"Primary","Male",54625336,"income"
"Low income","LIC",2014,"Secondary","Male",18952009,"income"
"Low income","LIC",2014,"Tertiary","Male",2838419.625,"income"
"Low income","LIC",2015,"Pre-primary","Male",5578457.5,"income"
"Low income","LIC",2015,"Primary","Male",55897216,"income"
"Low income","LIC",2015,"Secondary","Male",19434836,"income"
"Low income","LIC",2015,"Tertiary","Male",2864257.125,"income"
"Low income","LIC",2016,"Pre-primary","Male",NA,"income"
"Low income","LIC",2016,"Primary","Male",NA,"income"
"Low income","LIC",2016,"Secondary","Male",NA,"income"
"Low income","LIC",2016,"Tertiary","Male",NA,"income"
"Low income","LIC",2017,"Pre-primary","Male",NA,"income"
"Low income","LIC",2017,"Primary","Male",NA,"income"
"Low income","LIC",2017,"Secondary","Male",NA,"income"
"Low income","LIC",2017,"Tertiary","Male",NA,"income"
"Lower middle income","LMC",1970,"Pre-primary","Male",5153283,"income"
"Lower middle income","LMC",1970,"Primary","Male",74312512,"income"
"Lower middle income","LMC",1970,"Secondary","Male",30574432,"income"
"Lower middle income","LMC",1970,"Tertiary","Male",3860504.5,"income"
"Lower middle income","LMC",1971,"Pre-primary","Male",5250580.5,"income"
"Lower middle income","LMC",1971,"Primary","Male",75985832,"income"
"Lower middle income","LMC",1971,"Secondary","Male",31408774,"income"
"Lower middle income","LMC",1971,"Tertiary","Male",4059250,"income"
"Lower middle income","LMC",1972,"Pre-primary","Male",5418021.5,"income"
"Lower middle income","LMC",1972,"Primary","Male",78924948,"income"
"Lower middle income","LMC",1972,"Secondary","Male",32583226,"income"
"Lower middle income","LMC",1972,"Tertiary","Male",4277797,"income"
"Lower middle income","LMC",1973,"Pre-primary","Male",5580358,"income"
"Lower middle income","LMC",1973,"Primary","Male",82977780,"income"
"Lower middle income","LMC",1973,"Secondary","Male",33724796,"income"
"Lower middle income","LMC",1973,"Tertiary","Male",4489314,"income"
"Lower middle income","LMC",1974,"Pre-primary","Male",5771419,"income"
"Lower middle income","LMC",1974,"Primary","Male",84903244,"income"
"Lower middle income","LMC",1974,"Secondary","Male",34701218,"income"
"Lower middle income","LMC",1974,"Tertiary","Male",4685032.5,"income"
"Lower middle income","LMC",1975,"Pre-primary","Male",6160068,"income"
"Lower middle income","LMC",1975,"Primary","Male",87373748,"income"
"Lower middle income","LMC",1975,"Secondary","Male",35916756,"income"
"Lower middle income","LMC",1975,"Tertiary","Male",4800412.25,"income"
"Lower middle income","LMC",1976,"Pre-primary","Male",6457539.5,"income"
"Lower middle income","LMC",1976,"Primary","Male",89113092,"income"
"Lower middle income","LMC",1976,"Secondary","Male",37231148,"income"
"Lower middle income","LMC",1976,"Tertiary","Male",4947280,"income"
"Lower middle income","LMC",1977,"Pre-primary","Male",6847402.5,"income"
"Lower middle income","LMC",1977,"Primary","Male",92885400,"income"
"Lower middle income","LMC",1977,"Secondary","Male",38783332,"income"
"Lower middle income","LMC",1977,"Tertiary","Male",5059484.25,"income"
"Lower middle income","LMC",1978,"Pre-primary","Male",7321871.5,"income"
"Lower middle income","LMC",1978,"Primary","Male",94589140,"income"
"Lower middle income","LMC",1978,"Secondary","Male",40242530,"income"
"Lower middle income","LMC",1978,"Tertiary","Male",5372758,"income"
"Lower middle income","LMC",1979,"Pre-primary","Male",7654680,"income"
"Lower middle income","LMC",1979,"Primary","Male",97614784,"income"
"Lower middle income","LMC",1979,"Secondary","Male",42113282,"income"
"Lower middle income","LMC",1979,"Tertiary","Male",5625593,"income"
"Lower middle income","LMC",1980,"Pre-primary","Male",8236698.5,"income"
"Lower middle income","LMC",1980,"Primary","Male",101293416,"income"
"Lower middle income","LMC",1980,"Secondary","Male",44396264,"income"
"Lower middle income","LMC",1980,"Tertiary","Male",5920261.5,"income"
"Lower middle income","LMC",1981,"Pre-primary","Male",8347411.5,"income"
"Lower middle income","LMC",1981,"Primary","Male",104865864,"income"
"Lower middle income","LMC",1981,"Secondary","Male",46379608,"income"
"Lower middle income","LMC",1981,"Tertiary","Male",6341644.25,"income"
"Lower middle income","LMC",1982,"Pre-primary","Male",8661947.5,"income"
"Lower middle income","LMC",1982,"Primary","Male",108899552,"income"
"Lower middle income","LMC",1982,"Secondary","Male",49152164,"income"
"Lower middle income","LMC",1982,"Tertiary","Male",6367261.5,"income"
"Lower middle income","LMC",1983,"Pre-primary","Male",9031846.5,"income"
"Lower middle income","LMC",1983,"Primary","Male",113024168,"income"
"Lower middle income","LMC",1983,"Secondary","Male",52006724,"income"
"Lower middle income","LMC",1983,"Tertiary","Male",6953588,"income"
"Lower middle income","LMC",1984,"Pre-primary","Male",9451899.5,"income"
"Lower middle income","LMC",1984,"Primary","Male",116108576,"income"
"Lower middle income","LMC",1984,"Secondary","Male",55377064,"income"
"Lower middle income","LMC",1984,"Tertiary","Male",7522100,"income"
"Lower middle income","LMC",1985,"Pre-primary","Male",9857980,"income"
"Lower middle income","LMC",1985,"Primary","Male",117206488,"income"
